MOVIE,QUESTION1,QUESTION2,QUESTION3,QUESTION4,QUESTION5
Short Term 12 (2013),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Short Term 12 (2013),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Short Term 12 (2013),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Short Term 12 (2013),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
Short Term 12 (2013),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
Short Term 12 (2013),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
Short Term 12 (2013),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
Short Term 12 (2013),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
The Straight Story (1999),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
The Straight Story (1999),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
The Straight Story (1999),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
The Straight Story (1999),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
The Straight Story (1999),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
The Straight Story (1999),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
The Straight Story (1999),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
The Straight Story (1999),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
The Straight Story (1999),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
The Straight Story (1999),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
The Straight Story (1999),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
The Straight Story (1999),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
Slumdog Millionaire (2008),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
Slumdog Millionaire (2008),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
Slumdog Millionaire (2008),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
Slumdog Millionaire (2008),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
Slumdog Millionaire (2008),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Slumdog Millionaire (2008),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Slumdog Millionaire (2008),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Slumdog Millionaire (2008),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
Slumdog Millionaire (2008),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
Slumdog Millionaire (2008),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
Slumdog Millionaire (2008),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
Slumdog Millionaire (2008),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
Dances with Wolves (1990),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
Dances with Wolves (1990),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
Dances with Wolves (1990),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
Dances with Wolves (1990),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
Dances with Wolves (1990),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Dances with Wolves (1990),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Dances with Wolves (1990),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Dances with Wolves (1990),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
Dances with Wolves (1990),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
Dances with Wolves (1990),Does it involve magic?,Does it make you think?,Does it remind you of your childhood?,Does it take place in North America?,Does someone die?
Dances with Wolves (1990),Does someone get betrayed?,Does the title have a person's name in it?,Has it won an Oscar?,Is it based on a book?,Is it about sports?
Dances with Wolves (1990),Is it a classic?,Is it a comedy?,Is it action-adventure?,Is it a drama?,Is it a good family movie?
Kill Bill: Vol. 2 (2004),Are there criminals in it?,Does it involve a murder?,Does someone get betrayed?,Did it make you cry?,Did it make you jump?
Kill Bill: Vol. 2 (2004),Did it spawn a catch phrase?,Did it stir up controversy?,Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?
Kill Bill: Vol. 2 (2004),Does it deal with racism?,Does it explore fringe culture?,Does it feature a determined female character?,Are there criminals in it?,Does it involve a murder?
Kill Bill: Vol. 2 (2004),Does someone get betrayed?,Did it make you cry?,Did it make you jump?,Did it spawn a catch phrase?,Did it stir up controversy?
Kill Bill: Vol. 2 (2004),Did it win a Best Picture award?,Did you like the ending?,Do you think it's funny?,Does it deal with racism?,Does it explore fringe culture?
Kill Bill: Vol. 2 (2004),Does it feature a determined female character?,Does it feature dancing?,Does it feature memorable music?,Does it have a cult following?,Does it have a famous cast?
Kill Bill: Vol. 2 (2004),Does it have a famous director?,Does it have a happy ending?,Does it involve advanced technology?,Does it have a memorable quote?,Does it have a popular soundtrack?
Kill Bill: Vol. 2 (2004),Does it have a sequel?,Does it have an award winning character?,Does it have Mob connections?,Does it have wacky characters?,Does it involve a murder?
Kill Bill: Vol. 2 (2004),Does it involve advanced technology?,Does it involve aliens?,Does it involve animals?,Does it involve college students?,Does it involve imprisonment?
